,positive control,,negative control,,device 1,,device 2,,device 3,
,replicate 1,replicate 2,replicate 1,replicate 2,replicate 1,replicate 2,replicate 1,replicate 2,replicate 1,replicate 2
0 h,4.016693571,2.358443571,0.147183571,0.141503571,11.06155357,20.25765357,3.693433571,3.738663571,-0.131016429,0.232743571
1 h,18.21425357,8.060453571,0.136543571,0.091123571,15.41635357,31.95905357,8.846653571,5.976303571,0.275113571,0.233413571
2 h,31.13485357,13.76135357,0.338163571,0.162403571,17.04645357,37.58045357,27.56965357,17.81545357,0.403983571,0.538743571
3 h,56.38995357,21.15705357,0.074413571,0.142883571,19.46365357,43.07135357,55.94185357,35.66945357,0.913503571,0.805093571
4 h,67.64025357,34.27995357,0.281563571,0.345743571,20.59365357,44.11155357,87.63295357,65.94945357,1.288293571,1.358403571
5 h,83.18415357,44.88215357,0.432973571,0.552883571,25.11165357,46.50055357,97.99935357,86.12505357,1.791863571,2.012523571
6 h,80.97205357,58.53985357,0.891633571,0.870383571,36.85285357,51.42395357,110.4513536,100.1513536,2.187613571,2.873833571
